Date,EM_EQUITY,INTL_EQUITY,GOLD,HY_BOND,GOV_BOND,CORP_BOND,US_EQUITY,REIT
2015-01-05,-0.017797758900853222,-0.02360497509214432,0.015077149308345472,-0.00926358104204017,0.006101718038271198,0.004089393239241845,-0.018059358162253125,0.00547326988824981
2015-01-06,-0.004201414262854475,-0.011327079400602957,0.011398960794795743,-0.0038298154685637575,0.006717648723458813,0.004072074389041891,-0.00941901196438144,0.009918781577264335
2015-01-07,0.021624589023673257,0.011114759326153356,-0.005891414149803653,0.0062197631062845815,-0.00018520368928676145,0.0013245265790284844,0.012461154805294417,0.01533102296678579
2015-01-08,0.017036460747829052,0.013529663378891943,-0.00420851895976293,0.007529248755689721,-0.004078805222247128,-0.0032235554979561654,0.01774471644621367,0.003775539941987871
2015-01-09,-0.0032996748803136855,-0.004839032494123319,0.011385196369055883,0.005019482707639966,0.0049329543682423704,0.002653820830142095,-0.008013652843509522,0.000469503966052498
2015-01-12,-0.00814857143712322,-0.0023475339161156406,0.011086435260788896,-0.0012203497955982634,0.0035195152125668816,0.0019021639368026477,-0.007833110935894338,0.007635849478706103
2015-01-13,0.00872922167735446,0.0050420736034604285,-0.003373767752371082,0.0,0.0009231749161775493,0.0009079706427534973,-0.002813173502368649,-0.0015158777950927682
2015-01-14,-0.005599430147261608,-0.0028426618964678685,-0.0016080097792615655,-0.0023345957849344456,0.004610251655648323,0.0017325105045624678,-0.006036942725465733,0.008639898881787511
2015-01-15,0.0023035404877653765,0.006372611787996529,0.025175902263040006,-0.006125616523801947,0.00853604251836182,0.005187227018337959,-0.009160444068721962,0.002314983087694733
2015-01-16,0.008426965940830256,0.01299753094715106,0.013064281211881523,0.0038099935378925753,-0.007371788247873767,-0.005570113698698087,0.013113918119622703,0.008661466490768488
2015-01-20,-0.001519112616981233,0.003454819467865411,0.013712049879254229,-0.001786322459605083,0.002292204161325584,0.0023060915460824116,0.002132670658316238,-0.00790004531349342
2015-01-21,0.02206430968731743,0.00786867590675211,0.00024159749942587183,0.005368872174012607,-0.004757083219423253,-0.0004109081774009704,0.005047982621687153,-0.0006925152897453435
2015-01-22,0.019106412460559996,0.003741008875803864,0.008049585228834255,0.0013349916153007069,-0.002481474245255688,-0.0004928797451284606,0.014871222829381914,0.017785138389041277
2015-01-23,-0.007547814651572837,-0.005671493559050722,-0.007985306821000182,0.0,0.00654184369187405,0.005840323384936008,-0.0054830480742332766,-0.002836544902748983
2015-01-26,0.0004907134521812129,0.013689589901282995,-0.00998152990144674,0.00455510770299794,-0.002288637684847994,-0.00024550300729520025,0.002341975884660119,0.008420106112219772
2015-01-27,-0.005394720091849603,0.0014471339644159809,0.011464376669647391,-0.0007742906551234663,0.0013768579519954915,0.0007360365393700441,-0.013190466064453066,0.0003386284339039758
2015-01-28,-0.010848384518229226,-0.014930243780707841,-0.00787784039319106,-0.0021033970025151616,0.007696691028967528,0.006784630668750458,-0.012824458835882568,-0.006655355252373818
2015-01-29,0.0,0.013689589901282995,-0.021552390797103027,0.0035500469278364477,-0.0035466700828363784,-0.002354843404303142,0.009243610221062015,0.0035202270493113197
2015-01-30,-0.02741758272946926,-0.015755458756207874,0.022275544587827323,-0.002762933894366437,0.008760167190495771,0.008219620993016097,-0.012575309048663885,-0.02059526144780588
2015-02-02,0.01793927662646344,0.01208751131167829,-0.008343449208254805,0.003838659623040863,-0.0012507023143619733,0.0009309373944601518,0.012384621233851645,-0.0026570835235151247
2015-02-03,0.018882528739657234,0.015977967726291453,-0.011190942147351168,0.005653617895918783,-0.008436448311060496,-0.008086322565341253,0.014461073009805814,0.008688626487343587
2015-02-04,-0.0049423579151516295,-0.008260531221177758,0.0043783458565487265,-0.004188448023025648,0.0016465617134631128,0.0013860726139898194,-0.0038077419908728594,-0.004134840629219427
2015-02-05,0.005960031975587032,0.013775496400647125,0.0017272502164005221,0.005866737502170372,-0.0036537013883093383,-0.0031747910915762567,0.010095051817765599,0.011993973744290454
2015-02-06,-0.017032823252338014,-0.01248210905045255,-0.025864204796777424,0.0007699616985896718,-0.011184559739271793,-0.010453342135678168,-0.0027656350376267236,-0.029059730650547566
2015-02-09,-0.0015068305799221804,-0.004800224294152056,0.004467285755423989,-0.0024190857845628466,-0.0004634238330351037,0.0006607638057702925,-0.004475267132475924,-0.007042162445913269
2015-02-10,-0.0025149689461230196,0.009163917425348167,-0.005873936049321848,0.003417367535387017,-0.002504526671613605,-0.0027224900540284702,0.010652718698318075,0.003191618606273927
2015-02-11,-0.007312261969754652,-0.005416490517682004,-0.011817350480741395,-0.00033052547082557115,-0.00037186057602367484,0.0006617537037787447,0.0005807761141130019,-0.002945713830651786
2015-02-12,0.021336130448501578,0.015537403596046273,0.0023062837940568404,-0.00010951843005713169,0.00037199890775174715,0.0025621295731859117,0.009616612089450083,0.011935427911193841
2015-02-13,0.011439751496737482,0.006624510485820023,0.005454295543013465,0.001429287326651929,-0.0033471118202258454,-0.003957099544058873,0.004116241172314794,-0.006656488261915117
2015-02-17,-0.002212796467521594,0.0023504708671335806,-0.01669775525216033,-0.0006587058936641244,-0.00709101018753322,-0.004634313584502947,0.001572893190936453,-0.0024687570499132283
2015-02-18,-0.000246505401244157,0.005940183090544782,0.002844532329830063,0.003404069027759249,0.004792068305845332,0.0035752023428092805,9.556879920480377e-05,0.009310341964640978
2015-02-19,-0.004190478259924801,0.001243298553304184,-0.0034381460295276334,-0.00229808987004132,-0.002524769501514479,-0.00016545710140469794,-0.0007139282917447698,-0.02148464702885189
2015-02-20,0.006683301275162368,0.009312369502784579,-0.005692631086866906,0.0027428404836367104,-0.0005627161938243086,0.0014914347872332367,0.006000279230060412,0.009665396364957335
2015-02-23,-0.010081105965922266,-0.003536621454607536,0.0013011929863573357,0.0007655664540051621,0.004597471150452392,0.003392228690200838,-0.0001418430289136241,0.00803688472938524
2015-02-24,0.014406636106822246,0.006172659199986219,-0.0014727381832787545,0.0009837109268908684,0.006629105936373003,0.006514454723484109,0.0028410238846119373,-0.01969757179364251
2015-02-25,-0.001959008561308706,0.0007669619818442275,0.0038174111040851777,0.0032761201198121537,0.0009277291155338485,0.0009008534474681529,-0.0008501629638906216,0.00023915954109021698
2015-02-26,0.00024529664853756294,-0.002758651293163994,0.0031979494930112207,-0.0002176490409595555,-0.005931378424282152,-0.005401746136746488,-0.00118101070948895,-0.010880777200017122
2015-02-27,-0.0007357094785436225,0.0004608822768392695,0.0007754283408443197,0.00021769642237723374,0.003542861343919901,0.002385897051215835,-0.003406433710611223,0.00785758317919627
2015-03-02,-0.0014729230402670268,0.0015361980091777028,-0.004132260173905,-0.00018606589936920326,-0.007443760856076009,-0.008668452165015661,0.006313432914349493,0.0057574346190392145
2015-03-03,-0.0076204150361406375,-0.00613479122449434,-0.0018153447779967191,-0.002842325012856861,-0.002155760773844828,-0.0005811971643761016,-0.004103687271023171,-0.0019082305818114431
2015-03-04,-0.010898897948287578,-0.004012555329647727,-0.0031176981600916642,-0.0018639378190526967,0.0007505895012334118,-0.0006647058989937005,-0.00421597097268589,-0.00955939443786702
2015-03-05,-0.001502617806505513,0.0023241661353001764,-0.0009556129768769628,0.00186741857115158,0.0005638595674626323,0.001330390414244098,0.001094591529845701,0.002895424894523213
2015-03-06,-0.01530017706374398,-0.013603325445209258,-0.02730434251868208,-0.006359686358927252,-0.01022704188104584,-0.010628511441101995,-0.014064828466847645,-0.03320074753704916
2015-03-09,-0.0038204672306926257,0.001567001937408552,0.000983377523255502,-0.002096653202116827,0.004644945164476777,0.004028211194011533,0.004144678073463526,0.007963051906638263
2015-03-10,-0.022244843294946692,-0.02174899404987629,-0.004912057209624399,-0.003870590051990863,0.0042462669540288545,0.001588616904359963,-0.016221522768220753,-0.0007405059819475257
2015-03-11,0.00758347398979331,0.0025590376275788085,-0.006013266738071565,0.002775239530294016,0.0017848292289597278,0.005090835936495841,-0.0023423108246735103,0.0008648985733858972
2015-03-12,0.006229183463635213,0.012444128116314568,-0.0002708693390236494,0.001993371703021829,0.0009374380987174913,-0.0009960666205541813,0.012714271209602224,0.017402747135678576
2015-03-13,-0.012123038820340382,-0.00583042490856478,0.001445050857576513,-0.0034260622836302934,-0.001498901967163624,-0.002826480473381743,-0.006132333345256091,-0.0006064944503895164
2015-03-16,0.012010438756001163,0.01125354980055504,-0.0006313103946443688,-0.0009975037262291986,0.003472210677740506,0.0010004534960343925,0.013360327120472304,0.010317978267115446
2015-03-17,0.011609756658454318,-0.0025076133130339517,-0.005414660114975933,-0.004993892679052259,0.0020573791011369025,0.001665125968385972,-0.0029721423319543083,-0.0003604857290189223
2015-03-18,0.024483744400745078,0.02137002381384079,0.019598980855210835,0.008922321791541066,0.011479353549173288,0.01230427905272391,0.01202163191998884,0.02091346865360655
2015-03-19,-0.01692815132307779,-0.011692027371231206,-0.0007119500676271429,-0.007958790735321464,-0.004705602673733211,-0.005092070510036462,-0.004561589711820191,-0.0004702624566386149
2015-03-20,0.014940421119993719,0.02210460086065602,0.011399045051747603,0.007800390626093501,0.004078627136204327,0.002806321915043597,0.008826744195479241,0.025087618193606387
2015-03-23,0.0029940509390065095,0.005025701372468383,0.006339713151693793,0.0007744027931588793,0.0012933532058194697,0.0023053409572093564,-0.0019486776262266359,-0.0012636529345563252
2015-03-24,0.003980455715732134,-0.002121557354730852,0.002449897428068226,0.001546604778830618,0.003042450657842588,0.001477657593510484,-0.005619068278383432,-0.008513727825882555
2015-03-25,-0.01585766657745724,-0.004707558989835214,0.001396558108890389,-0.0026483170319018257,-0.004320986872472621,-0.0032797381272000603,-0.014653840889983782,-0.017252617016509264
2015-03-26,-0.009315158080752894,-0.0086969938985888,0.00653708688272836,-0.00011014747720594631,-0.005631910805332763,-0.0061700592469099425,-0.002381159869130456,-0.00522599742656471
2015-03-27,0.0027956952578287453,0.002616621426337229,-0.0036370435238182175,0.0007737419629609832,0.0038998424546985433,0.003973658132935931,0.0022896350739554094,0.0013134165883270654
2015-03-30,0.019260006331033308,0.0006139042143149531,-0.01138534318086215,0.0027638944106096464,-9.275275147535567e-05,0.001730758343708505,0.012199789758973623,0.01430936731223098
2015-03-31,-0.0022377363172901843,-0.015495478627596926,-0.0007911765968406925,-0.001212481591041703,0.002590854695299516,0.0018110924461434141,-0.008739503486555278,-0.008817370925087609
2015-04-01,0.012459268679048119,0.007168371927770423,0.017068403567705115,0.002061995731215127,0.004758645167142195,0.0028749048093394958,-0.0035360479828463465,-0.0014233208519734974
2015-04-02,0.015013746634610303,0.008664804557799943,-0.0027681634865752702,0.000773818911617763,-0.0028511531080334107,-0.0016426226883504702,0.003597232611893153,0.007601935529324866
2015-04-06,0.012851482408882564,0.010124200934725103,0.012231121417765056,0.002542995610736787,0.0012911325916231675,0.0013169494306692897,0.0067329626086682914,0.010373915046067994
2015-04-07,-0.005027435271682923,-0.0013665951001747834,-0.004970450072155241,0.005293023366980343,0.0008297774996164353,0.003615103840414191,-0.002646095617469979,-0.017617690973193323
2015-04-08,0.02093360723004345,0.004257873220905539,-0.00551200918339656,-0.0002196894309266506,-0.0009205172802498884,-0.0003274114460002364,0.0033771044685171336,0.001543678509970725
2015-04-09,0.009898696437321108,0.0013626631909540166,-0.006928232816320268,-0.0009872571947902031,-0.004053681958671396,-0.0050783472330233614,0.004423483289048402,-0.02075146925932747
2015-04-10,0.0007001684587482071,0.0019661713764562716,0.011336906536289382,0.002306130926926997,-0.0002779254654433627,0.001399688233469032,0.005457353323615299,-0.0007268227755584666
2015-04-13,-0.005830312071945176,-0.00633889695650891,-0.007157039081814864,-0.0018626885466919152,0.002035929080030918,-0.00032854421138783785,-0.004523256156041322,-0.0026659156214313695
2015-04-14,0.004456940292969058,0.007442367360986246,-0.006079528851422933,0.00043925905233987983,0.0029542870730911996,0.002302333765610287,0.0019133077134982912,0.0035236442558548298
2015-04-15,0.0070060185078753,0.004522647919130929,0.008650802539753588,0.003949994934731249,0.0005528795053755253,0.0006564445555079512,0.004486585060629489,-0.007506936883347914
2015-04-16,0.007885101764425473,0.002701757675521055,-0.0034653168571547877,-0.0020769032775347362,0.0007358311148704111,-0.0005737917752985933,-0.0002848234461696464,0.002562080881668871
2015-04-17,-0.017487735911567825,-0.012573026104163665,0.004955226470251928,-0.0030660684569134844,0.002022747827488347,0.0027071815663173293,-0.011503536567316619,-0.00462440257633423
